z k ranker order qthresh algo qid qlen latency docs_scored postings_scored heap_pushes full_sorts partial_sorts bm_skips doc_decodes freq_decodes
counters 10 original random QK block_max_wand 443396 3 425 252 285 252 253 12227 3588 2418 103
counters 10 original random QK block_max_wand 451602 4 1244 480 624 480 481 48555 9939 1744 189
counters 10 original random QK block_max_wand 47923 5 392 208 430 208 209 10729 1982 1066 121
counters 10 original random QK block_max_wand 489204 4 1094 917 1300 917 918 27814 5674 4638 414
counters 10 original random QK block_max_wand 490595 3 90 228 291 228 229 1475 109 838 66
counters 10 original random QK block_max_wand 527433 5 468 258 417 258 259 7782 1146 2774 120
counters 10 original random QK block_max_wand 573724 4 4090 648 1020 648 649 160749 87568 4525 592
counters 10 original random QK block_max_wand 833860 5 5577 737 1048 737 738 192295 50614 8404 595
counters 10 original random QK block_max_wand 855410 3 3325 14244 15009 14244 14245 142593 44793 7592 3584
counters 10 original random QK block_max_wand 87181 4 176 234 466 234 235 3528 499 859 159
counters 10 original random QK block_max_wand 87452 3 424 337 456 337 338 16922 5551 1252 170
counters 10 original random QK block_max_wand 915593 8 1996 416 860 416 417 42523 15309 3610 383
counters 10 original random QK block_max_wand 962179 4 343 374 499 374 375 6971 2401 1786 106
counters 10 original random QK maxscore 1037798 3 349 27952 28282 3067 0 0 0 1406 478
counters 10 original random QK maxscore 104861 4 497 40165 41852 696 0 0 0 965 678
counters 10 original random QK maxscore 1063750 5 1537 137798 142014 100 0 0 0 2411 1676
counters 10 original random QK maxscore 1103812 5 1241 73911 77173 371 0 0 0 5037 2405
counters 10 original random QK maxscore 1106007 2 76 2499 2539 2452 0 0 0 799 61
counters 10 original random QK maxscore 1110199 4 173 10225 10449 442 0 0 0 593 150
counters 10 original random QK maxscore 1112341 5 2406 209315 216617 1424 0 0 0 6670 3577
counters 10 original random QK maxscore 1113437 4 768 51981 53058 1142 0 0 0 2122 1000
counters 10 original random QK maxscore 1114646 3 92 21305 21308 59 0 0 0 233 170
counters 10 original random QK maxscore 1114819 5 937 70023 71805 528 0 0 0 2097 1236
counters 10 original random QK maxscore 1115776 4 91 6152 6197 471 0 0 0 506 83
counters 10 original random QK maxscore 1117099 3 383 18749 19101 1392 0 0 0 2451 463
counters 10 original random QK maxscore 1121402 5 170 14254 14399 90 0 0 0 1272 215
counters 10 original random QK maxscore 1121709 3 1841 121464 126593 7062 0 0 0 5449 2945
counters 10 original random QK maxscore 1124210 2 8 132 147 109 0 0 0 109 18
counters 10 original random QK maxscore 1129237 5 1639 98812 107572 1045 0 0 0 3969 2341
counters 10 original random QK maxscore 1133167 3 133 7444 7687 394 0 0 0 1076 254
counters 10 original random QK maxscore 130510 3 49 3471 3535 532 0 0 0 401 74
counters 10 original random QK maxscore 131843 2 2 25 27 24 0 0 0 25 4
counters 10 original random QK maxscore 146187 5 168 11172 11528 115 0 0 0 1001 337
counters 10 original random QK maxscore 148538 4 118 2474 3764 351 0 0 0 1239 188
counters 10 original random QK maxscore 156493 3 76 1398 1590 270 0 0 0 999 189
counters 10 original random QK maxscore 168216 5 38 1001 1303 95 0 0 0 382 133
counters 10 original random QK maxscore 182539 3 33 406 479 166 0 0 0 509 77
counters 10 original random QK maxscore 183378 3 132 14859 14934 1359 0 0 0 1015 184
counters 10 original random QK maxscore 19335 3 121 9247 9329 858 0 0 0 1068 145
counters 10 original random QK maxscore 207786 5 1343 78177 80971 581 0 0 0 5348 2167
counters 10 original random QK maxscore 264014 5 823 59564 62912 330 0 0 0 2928 1642
counters 10 original random QK maxscore 359349 4 37 660 736 115 0 0 0 517 65
counters 10 original random QK maxscore 405717 4 70 7814 8063 227 0 0 0 408 197
counters 10 original random QK maxscore 443396 3 359 42780 42965 3624 0 0 0 2063 487
counters 10 original random QK maxscore 451602 4 456 29789 30537 1926 0 0 0 1183 567
counters 10 original random QK maxscore 47923 5 100 5338 5984 420 0 0 0 405 186
counters 10 original random QK maxscore 489204 4 405 16980 19608 337 0 0 0 3062 1417
counters 10 original random QK maxscore 490595 3 45 603 775 264 0 0 0 648 156
counters 10 original random QK maxscore 527433 5 82 2900 4029 96 0 0 0 574 189
counters 10 original random QK maxscore 573724 4 1904 179448 183123 1358 0 0 0 3740 2363
counters 10 original random QK maxscore 833860 5 2167 153092 157745 386 0 0 0 4964 3088
counters 10 original random QK maxscore 855410 3 2987 543263 545430 14592 0 0 0 10507 5872
counters 10 original random QK maxscore 87181 4 44 1681 2103 172 0 0 0 392 223
counters 10 original random QK maxscore 87452 3 159 9485 9677 781 0 0 0 795 245
counters 10 original random QK maxscore 915593 8 575 29917 33046 111 0 0 0 2208 962
counters 10 original random QK maxscore 962179 4 110 4182 4677 204 0 0 0 1018 272
counters 10 doct5query random QK wand 1037798 3 444 852 1631 852 853 27749 0 2195 792
counters 10 doct5query random QK wand 104861 4 709 702 2035 702 703 40730 0 1834 898
counters 10 doct5query random QK wand 1063750 5 547 638 2979 638 639 17853 0 4300 2248
counters 10 doct5query random QK wand 1103812 5 679 791 2790 791 792 22679 0 4601 1727
counters 10 doct5query random QK wand 1106007 2 165 577 1084 577 578 4554 0 2141 509
counters 10 doct5query random QK wand 1110199 4 292 296 916 296 297 12842 0 2274 460
counters 10 doct5query random QK wand 1112341 5 1094 868 3054 868 869 55367 0 5085 1967
counters 10 doct5query random QK wand 1113437 4 1090 1879 5327 1879 1880 65493 0 3624 2763
counters 10 doct5query random QK wand 1114646 3 26 62 146 62 63 124 0 122 85
counters 10 doct5query random QK wand 1114819 5 996 667 2457 667 668 47459 0 3609 1580
counters 10 doct5query random QK wand 1115776 4 95 223 468 223 224 4161 0 374 253
counters 10 doct5query random QK wand 1117099 3 439 475 1298 475 476 30969 0 2265 889
counters 10 doct5query random QK wand 1121402 5 166 257 791 257 258 4566 0 1105 524
counters 10 doct5query random QK wand 1121709 3 2885 6676 19665 6676 6677 202814 0 10015 9656
counters 10 doct5query random QK wand 1124210 2 10 87 141 87 88 175 0 132 55
counters 10 doct5query random QK wand 1129237 5 1382 566 2119 566 567 72635 0 3898 1390
counters 10 doct5query random QK wand 1133167 3 236 407 1062 407 408 9778 0 1945 640
counters 10 doct5query random QK wand 130510 3 21 66 155 66 67 572 0 209 84
counters 10 doct5query random QK wand 131843 2 5 24 37 24 25 24 0 26 14
counters 10 doct5query random QK wand 146187 5 48 55 180 55 56 1197 0 452 112
counters 10 doct5query random QK wand 148538 4 275 707 2740 707 708 5945 0 2671 1491
counters 10 doct5query random QK wand 156493 3 129 346 993 346 347 2885 0 1405 635
counters 10 doct5query random QK wand 168216 5 49 125 536 125 126 538 0 347 263
counters 10 doct5query random QK wand 182539 3 56 173 284 173 174 1042 0 736 115
counters 10 doct5query random QK wand 183378 3 42 143 375 143 144 1059 0 484 224
counters 10 doct5query random QK wand 19335 3 154 356 854 356 357 7047 0 1275 489
counters 10 doct5query random QK wand 207786 5 720 353 1008 353 354 30819 0 3940 649
counters 10 doct5query random QK wand 264014 5 362 291 1215 291 292 17015 0 2178 810
counters 10 doct5query random QK wand 359349 4 20 29 89 29 30 109 0 72 50
counters 10 doct5query random QK wand 405717 4 61 154 424 154 155 2761 0 443 200
counters 10 doct5query random QK wand 443396 3 286 547 1002 547 548 12732 0 2546 474
counters 10 doct5query random QK wand 451602 4 551 444 1100 444 445 24155 0 2671 619
counters 10 doct5query random QK wand 47923 5 178 227 672 227 228 7204 0 777 258
counters 10 doct5query random QK wand 489204 4 443 435 1488 435 436 19353 0 3578 936
counters 10 doct5query random QK wand 490595 3 138 266 439 266 267 4655 0 1441 177
counters 10 doct5query random QK wand 527433 5 268 268 971 268 269 5879 0 2471 500
counters 10 doct5query random QK wand 573724 4 2549 1113 3787 1113 1114 183326 0 6255 2480
counters 10 doct5query random QK wand 833860 5 984 783 3036 783 784 44250 0 5394 1758
counters 10 doct5query random QK wand 855410 3 25 125 253 125 126 82 0 15 13
counters 10 doct5query random QK wand 87181 4 101 274 900 274 275 3475 0 777 456
counters 10 doct5query random QK wand 87452 3 245 324 675 324 325 16810 0 1354 348
counters 10 doct5query random QK wand 915593 8 193 138 839 138 139 2180 0 1418 596
counters 10 doct5query random QK wand 962179 4 170 110 345 110 111 4534 0 1800 235
counters 10 doct5query random QK block_max_wand 1037798 3 715 334 443 334 335 26890 1543 1314 202
counters 10 doct5query random QK block_max_wand 104861 4 1357 624 1033 624 625 49290 2075 2631 471
counters 10 doct5query random QK block_max_wand 1063750 5 815 258 533 258 259 14656 6037 2343 307
counters 10 doct5query random QK block_max_wand 1103812 5 1531 744 1281 744 745 33120 905 5539 569
counters 10 doct5query random QK block_max_wand 1106007 2 179 443 532 443 444 4076 559 1685 109
counters 10 doct5query random QK block_max_wand 1110199 4 748 287 487 287 288 17662 117 3109 181
counters 10 doct5query random QK block_max_wand 1112341 5 1982 549 827 549 550 51546 9805 5305 444
counters 10 doct5query random QK block_max_wand 1113437 4 1956 1436 1642 1436 1437 63268 7268 3704 735
counters 10 doct5query random QK block_max_wand 1114646 3 127 62 87 62 63 124 0 122 26
counters 10 doct5query random QK block_max_wand 1114819 5 1602 249 479 249 250 45305 12066 2536 263
counters 10 doct5query random QK block_max_wand 1115776 4 243 143 187 143 144 4161 79 292 54
counters 10 doct5query random QK block_max_wand 1117099 3 947 433 571 433 434 29839 1805 2502 263
counters 10 doct5query random QK block_max_wand 1121402 5 497 246 379 246 247 5809 22 1966 133
counters 10 doct5query random QK block_max_wand 1121709 3 4600 3882 4543 3882 3883 170909 43036 8817 1890
counters 10 doct5query random QK block_max_wand 1124210 2 20 87 110 87 88 175 0 132 25
counters 10 doct5query random QK block_max_wand 1129237 5 2481 438 820 438 439 71781 12913 3862 473
counters 10 doct5query random QK block_max_wand 1133167 3 325 176 259 176 177 7409 3546 1507 95
counters 10 doct5query random QK block_max_wand 130510 3 52 66 127 66 67 677 3 262 60
counters 10 doct5query random QK block_max_wand 131843 2 23 24 33 24 25 24 0 26 10
counters 10 doct5query random QK block_max_wand 146187 5 135 51 135 51 52 1514 39 624 77
counters 10 doct5query random QK block_max_wand 148538 4 340 398 668 398 399 5470 1171 1804 235
counters 10 doct5query random QK block_max_wand 156493 3 217 305 458 305 306 2814 158 1323 162
counters 10 doct5query random QK block_max_wand 168216 5 142 125 349 125 126 560 1 349 122
counters 10 doct5query random QK block_max_wand 182539 3 78 130 175 130 131 1247 107 676 49
counters 10 doct5query random QK block_max_wand 183378 3 81 120 225 120 121 1127 51 518 103
counters 10 doct5query random QK block_max_wand 19335 3 294 345 464 345 346 7623 23 1551 142
counters 10 doct5query random QK block_max_wand 207786 5 1416 250 496 250 251 33329 3531 4464 303
counters 10 doct5query random QK block_max_wand 264014 5 1064 284 649 284 285 23198 99 3328 382
counters 10 doct5query random QK block_max_wand 359349 4 91 29 82 29 30 111 0 73 44
counters 10 doct5query random QK block_max_wand 405717 4 125 154 260 154 155 3738 3 492 92
counters 10 doct5query random QK block_max_wand 443396 3 489 389 495 389 390 13555 304 2915 155
counters 10 doct5query random QK block_max_wand 451602 4 1114 369 567 369 370 31069 387 4918 261
counters 10 doct5query random QK block_max_wand 47923 5 425 179 423 179 180 10044 180 1465 172
counters 10 doct5query random QK block_max_wand 489204 4 1048 392 641 392 393 33942 161 4134 292
counters 10 doct5query random QK block_max_wand 490595 3 273 154 239 154 155 6340 154 1937 100
counters 10 doct5query random QK block_max_wand 527433 5 564 258 515 258 259 8639 34 3550 235
counters 10 doct5query random QK block_max_wand 573724 4 3218 520 782 520 521 111920 69886 3314 343
counters 10 doct5query random QK block_max_wand 833860 5 2134 645 1129 645 646 50960 3205 6443 559
counters 10 doct5query random QK block_max_wand 855410 3 157 125 153 125 126 82 0 15 13
counters 10 doct5query random QK block_max_wand 87181 4 212 261 512 261 262 4683 143 963 212
counters 10 doct5query random QK block_max_wand 87452 3 962 285 415 285 286 41616 100 3607 173
counters 10 doct5query random QK block_max_wand 915593 8 541 135 481 135 136 2993 18 1577 297
counters 10 doct5query random QK block_max_wand 962179 4 437 109 235 109 110 9012 36 2363 135
counters 10 doct5query random QK maxscore 1037798 3 212 18099 18216 105 0 0 0 575 249
counters 10 doct5query random QK maxscore 104861 4 370 28605 29749 308 0 0 0 888 645
counters 10 doct5query random QK maxscore 1063750 5 108 8115 8533 65 0 0 0 814 461
counters 10 doct5query random QK maxscore 1103812 5 234 9195 10174 103 0 0 0 1526 793
counters 10 doct5query random QK maxscore 1106007 2 38 2573 2694 354 0 0 0 361 142
counters 10 doct5query random QK maxscore 1110199 4 139 6031 6882 49 0 0 0 618 314
counters 10 doct5query random QK maxscore 1112341 5 454 30858 31461 46 0 0 0 2912 607
counters 10 doct5query random QK maxscore 1113437 4 416 51649 51826 40 0 0 0 1662 554
counters 10 doct5query random QK maxscore 1114646 3 20 63 88 14 0 0 0 57 27
counters 10 doct5query random QK maxscore 1114819 5 366 21773 22916 65 0 0 0 1319 756
counters 10 doct5query random QK maxscore 1115776 4 46 2261 2305 26 0 0 0 172 62
counters 10 doct5query random QK maxscore 1117099 3 246 16707 16859 51 0 0 0 1688 279
counters 10 doct5query random QK maxscore 1121402 5 78 2599 2750 42 0 0 0 436 148
counters 10 doct5query random QK maxscore 1121709 3 1076 142800 143797 60 0 0 0 3281 1843
counters 10 doct5query random QK maxscore 1124210 2 5 132 154 51 0 0 0 54 25
counters 10 doct5query random QK maxscore 1129237 5 599 33776 36288 77 0 0 0 2257 1132
counters 10 doct5query random QK maxscore 1133167 3 72 4931 5169 54 0 0 0 680 259
counters 10 doct5query random QK maxscore 130510 3 12 277 343 50 0 0 0 118 66
counters 10 doct5query random QK maxscore 131843 2 4 25 33 14 0 0 0 16 10
counters 10 doct5query random QK maxscore 146187 5 26 530 642 36 0 0 0 239 101
counters 10 doct5query random QK maxscore 148538 4 44 2333 2777 80 0 0 0 375 260
counters 10 doct5query random QK maxscore 156493 3 62 1449 1671 41 0 0 0 658 229
counters 10 doct5query random QK maxscore 168216 5 27 165 398 46 0 0 0 153 116
counters 10 doct5query random QK maxscore 182539 3 22 444 512 74 0 0 0 297 73
counters 10 doct5query random QK maxscore 183378 3 21 529 634 51 0 0 0 246 104
counters 10 doct5query random QK maxscore 19335 3 88 3574 3709 73 0 0 0 823 157
counters 10 doct5query random QK maxscore 207786 5 361 12733 13200 71 0 0 0 2688 504
counters 10 doct5query random QK maxscore 264014 5 181 8534 9063 63 0 0 0 1016 451
counters 10 doct5query random QK maxscore 359349 4 17 40 92 24 0 0 0 62 44
counters 10 doct5query random QK maxscore 405717 4 35 1500 1720 119 0 0 0 321 165
counters 10 doct5query random QK maxscore 443396 3 143 6322 6480 148 0 0 0 1433 203
counters 10 doct5query random QK maxscore 451602 4 204 9612 10009 200 0 0 0 1043 380
counters 10 doct5query random QK maxscore 47923 5 68 3816 4192 104 0 0 0 291 176
counters 10 doct5query random QK maxscore 489204 4 300 9407 11410 78 0 0 0 2820 1359
counters 10 doct5query random QK maxscore 490595 3 49 2258 2429 148 0 0 0 523 180
counters 10 doct5query random QK maxscore 527433 5 92 2315 3162 136 0 0 0 726 375
counters 10 doct5query random QK maxscore 573724 4 905 108659 110005 69 0 0 0 3334 1750
counters 10 doct5query random QK maxscore 833860 5 424 22203 23090 79 0 0 0 2684 874
counters 10 doct5query random QK maxscore 855410 3 23 129 154 25 0 0 0 15 13
counters 10 doct5query random QK maxscore 87181 4 35 1753 2057 105 0 0 0 281 216
counters 10 doct5query random QK maxscore 87452 3 156 8564 8753 190 0 0 0 799 245
counters 10 doct5query random QK maxscore 915593 8 95 675 1297 44 0 0 0 673 417
counters 10 doct5query random QK maxscore 962179 4 63 1940 2315 70 0 0 0 670 306
counters 10 deepimpact random QK wand 1037798 3 2759 36252 71871 36252 36253 69374 0 20234 17943
counters 10 deepimpact random QK wand 104861 4 1503 6958 14507 6958 6959 62280 0 3412 2486
counters 10 deepimpact random QK wand 1063750 4 11608 119664 245257 119664 119665 549682 0 30551 26060
counters 10 deepimpact random QK wand 1103812 5 16158 222478 434384 222478 222479 638139 0 26276 25195
counters 10 deepimpact random QK wand 1106007 2 167 765 1206 765 766 4329 0 2097 441
counters 10 deepimpact random QK wand 1110199 4 1488 8794 18471 8794 8795 67040 0 7049 3806
counters 10 deepimpact random QK wand 1112341 5 24479 309745 663442 309745 309746 916578 0 42832 39385
counters 10 deepimpact random QK wand 1113437 4 5171 77530 156208 77530 77531 161030 0 24713 23657
counters 10 deepimpact random QK wand 1114646 3 2628 36680 73349 36680 36681 58083 0 25102 22098
counters 10 deepimpact random QK wand 1114819 5 4325 15060 34817 15060 15061 182386 0 10925 8936
